GROUP,STOCK CODE,DESCRIPTION,DESCRIPTION2,SUPP PART NO,ORDER NO,OUR REF,SUPP REF,SUPP NAME,DEPOT,DEL DATE,ORDER QTY,TO DELIV,RECVD,INVCD,QTY CST VAL,TO DELIV CST VAL,RECVD CST VAL,INVCD CST VAL,EXCH RATE,FOREIGN CURR
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,6744,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,8518.40,8518.40,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,6745,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,8518.40,8518.40,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,6746,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,8518.40,8518.40,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,6808,282024112141-1,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,14713.60,14713.60,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,7482,NICOLA,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,14713.60,14713.60,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,7483,NICOLA,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,14713.60,14713.60,0.00,0.00,
CON,CON25G3CLASS4,25 MM GALV CONDUIT CLASS 4 3.7,3.75MTR,,7484,NICOLA,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,14713.60,14713.60,0.00,0.00,
NBW,HEXS1030GALV,M10 X 30 GALV SET SCREWS X 100,,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,200,200,0,0,466.66,466.66,0.00,0.00,
NBW,HEXS1035HDG,10X35 HEXS SETS HDG X 100,,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,100,100,0,0,255.58,255.58,0.00,0.00,
NBW,PW1025,M10 X 25 PENNY WASHER X 100,,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,16000,16000,0,0,4718.40,4718.40,0.00,0.00,
NBW,PW1030GALV,PENNY WASHERS M10X30MM HDG X,100,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,200,200,0,0,156.98,156.98,0.00,0.00,
NBW,PW625,M6X25 PENNY WASHER BZP (100) B,BSEN7091,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,16000,16000,0,0,5283.20,5283.20,0.00,0.00,
NBW,PW625GALV,M6 X 25 PENNY WASHERS X 100 GA,GALV,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,300,300,0,0,173.46,173.46,0.00,0.00,
NBW,PW825GALV,M8x25 PENNY WASHERS GALV X100,,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,200,200,0,0,110.14,110.14,0.00,0.00,
NBW,RNB612GALV,M6X12 GALV ROOFING NUTS AND BO,BOLTS X100,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,600,600,0,0,469.80,469.80,0.00,0.00,
NBW,RNB616,M6X16 ROOFING NUT AND BOLTX100,,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,2000,2000,0,0,1105.40,1105.40,0.00,0.00,
NBW,RNB616GALV,M6X16 ROOFING NUTS AND BOLTS X,X100 GALV,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,600,600,0,0,503.28,503.28,0.00,0.00,
NBW,RNB620GALV,M6 X 20 ROOFING NUT AND BOLT X,X100 GALV,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,600,600,0,0,535.08,535.08,0.00,0.00,
NBW,RNB625GALV,m6x25 roofing nuts and bolts g,galv x 100,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,600,600,0,0,566.82,566.82,0.00,0.00,
NBW,RNB640,M6 X 40 ROOFING NUTS & BOLTS X,100,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,300,300,0,0,237.54,237.54,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,,7386,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,19200,19200,0,0,12372.48,12372.48,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,,7387,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,19200,19200,0,0,12372.48,12372.48,0.00,0.00,
ROD,RODM10/1,M10 THREADED ROD X 1M,EACH,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,3000,3000,0,0,627.90,627.90,0.00,0.00,
ROD,RODM10/100,M10 THREADED ROD X 100MM LONG,EACH,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,20000,20000,0,0,658.00,658.00,0.00,0.00,
ROD,RODM10/120MM,120MM M10 ROD,EACH,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,6000,6000,0,0,229.80,229.80,0.00,0.00,
ROD,RODM10/150,M10 THREADED RODS X 150MM,PER 1,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,10000,10000,0,0,479.00,479.00,0.00,0.00,
ROD,RODM10/200,M10 THREADED ROD 200MM,PER 1,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,10000,10000,0,0,639.00,639.00,0.00,0.00,
ROD,RODM10/30,RODM10/30,PER 1,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,10000,10000,0,0,98.00,98.00,0.00,0.00,
ROD,RODM10/300,300MM M10 ROD,EACH,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,6000,6000,0,0,550.20,550.20,0.00,0.00,
ROD,RODM10/500,M10 X 500MM THREADED RODS BZP,PER 1,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,5000,5000,0,0,764.50,764.50,0.00,0.00,
ROD,RODM10/70,RODM10X70,EACH,,7351,LAUREN,TAN001,TANDL INDUSTRY CO LTD,WB,,,3000,3000,0,0,69.00,69.00,0.00,0.00,
BAC,LCEZ,LATERAL COUPLER 65MM/105MM,,,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,500,500,0,0,135.80,135.80,0.00,0.00,
BAC,NBTEZ,NUT AND BOLT ASSEMBLY M6X12,EACH,SETB3,3262,JOHN,BAS001,BASOR ELECTRIC,WA,17/08/2021,,5000,4950,50,50,25000.00,24750.00,250.00,250.00,
BAC,NBWTEZ,NUT AND BOLT M6X12 2/4362,,,5533,NICOLA,BAS001,BASOR ELECTRIC,WA,07/02/2024,,1000,1000,0,0,90.00,90.00,0.00,0.00,
BAC,PS60GC,DIVIDERS 60MM X 3M 2/2066,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,150,110,40,40,486.38,356.68,129.70,129.70,
BAC,PS60GC,DIVIDERS 60MM X 3M 2/2066,,,7353,NICOLA,BAS001,BASOR ELECTRIC,WA,23/07/2025,,340,340,0,0,1020.00,1020.00,0.00,0.00,
BAC,PS60GC,DIVIDERS 60MM X 3M 2/2066,,,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,340,340,0,0,1020.00,1020.00,0.00,0.00,
BAC,SCEZ,SHORT COUP X EA 2/4364 (3PART,CLAMP KIT),,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,400,400,0,0,64.20,64.20,0.00,0.00,
BAC,SHOT100,2/1091 OVER HEAD HANGER 100 GS,X EACH,,3937,NICOLA,BAS001,BASOR ELECTRIC,WB,13/04/2022,,300,12,288,288,488.13,19.53,468.60,468.60,
BAC,SSCGC,CENTRAL SUSPENSION/HOLDDOWN,CLAMP 2/2064,,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,2500,2500,0,0,390.00,390.00,0.00,0.00,
BAS,CSS105100EZ,105MMX100MM BASKET TRAY FAST,FIX,,7426,NICOLA,BAS001,BASOR ELECTRIC,WB,23/07/2025,,40,40,0,0,278.40,278.40,0.00,0.00,
BAS,CSS35100EZ,100 x 35 3M WIRE CABLE TRAY,2/3616,2/3616,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,720,240,480,480,2613.60,871.20,1742.40,1742.40,
BAS,CSS35150EZ,150 x 35 Wide 3m Wire Cable,Tray 2/3617,2/3617,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,504,168,336,336,2373.84,791.28,1582.56,1582.56,
BAS,CSS35200EZ,200 x 35 Wide 3m Wire Cable,Tray 2/3618,2/3618,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,29/05/2025,,400,128,272,272,2220.00,710.40,1509.60,1509.60,
BAS,CSS35300EZ,300 x 35 Wide 3m Wire Cable,Tray 2/3619,2/3619,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,162,54,108,108,1365.66,455.22,910.44,910.44,
BAS,CSS65060EZ,60 x 65 wide 3m wire cable,tray,2/7389,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,168,168,0,0,796.32,796.32,0.00,0.00,
BAS,CSS65100EZ,65MMX100MM BASKET TRAY EZ,FINISH,2/7248,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,384,384,0,0,1923.84,1923.84,0.00,0.00,
BAS,CSS65150EZ,150 x 65 wide 33 wire cable,tray 2/3623,,3427,JOHN CONF1000023433,BAS001,BASOR ELECTRIC,WB,,,180,180,0,0,777.60,777.60,0.00,0.00,
BAS,CSS65150EZ,150 x 65 wide 33 wire cable,tray,2/7249,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,600,600,0,0,3276.36,3276.36,0.00,0.00,
BAS,CSS65200EZ,200 x 65 wide 3m wire cable,tray,2/7250,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,150,150,0,0,1273.50,1273.50,0.00,0.00,
BAS,CSS65300EZ,300 x 65 wide 3m wire cable,tray,2/7251,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,10/04/2025,,360,120,240,240,3628.80,1209.60,2419.20,2419.20,
CAB,HDT100B,HEAVY DUTY BENDS 90 DEG 100MM,EACH,,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,50,50,0,0,242.00,242.00,0.00,0.00,
CAB,HDT100B/45,HEAVY DUTY 100MM 45DEGREE BEND,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,45.20,13.56,31.64,31.64,
CAB,HDT100ET,HEAVY DUTY EQUAL TEES 100MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,116.40,34.92,81.48,81.48,
CAB,HDT100IR,HEAVY DUTY INTERNAL RISERS,100MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,116.40,34.92,81.48,81.48,
CAB,HDT100OR,HEAVY DUYT EXTERNAL RISERS,100MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,116.40,34.92,81.48,81.48,
CAB,HDT150-100SR,HEAVY TRAY REDUCER 150-100MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,4,16,16,26.60,5.32,21.28,21.28,
CAB,HDT150B,HEAVY DUTY 150MM BEND,,,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,50,50,0,0,376.00,376.00,0.00,0.00,
CAB,HDT150B/45,HEAVY DUTY 150MM BEND 45DEGREE,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,55.00,16.50,38.50,38.50,
CAB,HDT150IR,HEAVY DUTY 150MM INTERNAL,RISER,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,138.00,41.40,96.60,96.60,
CAB,HDT150TEE,HEAVY DUTY 150MM TEE,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,134.20,40.26,93.94,93.94,
CAB,HDT225B,HEAVY DUTY BEND 90 DEG 225MM,EACH,,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,50,50,0,0,547.00,547.00,0.00,0.00,
CAB,HDT225B/45,HEAVY DUTY 225MM BEND 45DEG,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,121.20,36.36,84.84,84.84,
CAB,HDT225ET,HEAVY DUTY 225MM EQUAL TEE,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,208.60,62.58,146.02,146.02,
CAB,HDT225IR,HEAVY DUTY INTERNAL RISER,225MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,20,13,7,7,219.40,142.61,76.79,76.79,
CAB,HDT300B,HEAVY DUTY BEND 90 DEG 300MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,20,6,14,14,227.00,68.10,158.90,158.90,
CAB,HDT300B/45,HEAVY DUTY 300MM BEND 45DEG,EAC,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,20,6,14,14,126.60,37.98,88.62,88.62,
CAB,HDT300ET,HEAVY DUTY 300MM EQUAL TEE,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,260.00,78.00,182.00,182.00,
CAB,HDT300IR,HEAVY DUTY INTERNAL RISER,300MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,262.00,78.60,183.40,183.40,
CAB,HDT450-300SR,HEAVY DUTY 450-300MM REDUCER,EA,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,10,2,8,8,63.40,12.68,50.72,50.72,
CAB,HDTCOU,HEAVY DUTY TRAY COUPLERS PAIR,,,3801,HANNAH,BAS001,BASOR ELECTRIC,WA,13/04/2022,,200,2,198,198,393.60,3.94,389.66,389.66,
CAB,HDTCOU,HEAVY DUTY TRAY COUPLERS PAIR,,,5838,NICOLA,BAS001,BASOR ELECTRIC,WA,02/07/2024,,150,150,0,0,210.00,210.00,0.00,0.00,
CAB,MDT100B/45,100MM MEDIUM DUTY,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,31.00,9.30,21.70,21.70,
CAB,MDT100IR,medium duty internal riser,100mm each,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,40,8,32,32,196.00,39.20,156.80,156.80,
CAB,MDT12-6RED,300MM-150MM MED DUTY REDUCER,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,4,16,16,38.60,7.72,30.88,30.88,
CAB,MDT12ET,med duty tray 300MM equal tee,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,208.80,62.64,146.16,146.16,
CAB,MDT150-100R,MEDIUM TRAY REDUCER 150-100MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,20,12,8,8,19.60,11.76,7.84,7.84,
CAB,MDT150B/45,150MM MED DUTY BENDS 45 DEG,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,40,24,16,16,88.80,53.28,35.52,35.52,
CAB,MDT150ET,MEDUIM DUTY EQUAL TEE 150MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,126.20,37.86,88.34,88.34,
CAB,MDT18-12RED,MEDIUM DUTY TRAY REDUCERS,18-12,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,4,16,16,62.80,12.56,50.24,50.24,
CAB,MDT189RE,MEDIIUM DUTY 450-225MM REDUCER,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,10/04/2025,,8,8,0,0,14.88,14.88,0.00,0.00,
CAB,MDT225B/45,225mm med duty tray bend,45degree each,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,60.00,18.00,42.00,42.00,
CAB,MDT225IR,MEDIUM DUTY INTERNAL RISER,225MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,156.20,46.86,109.34,109.34,
CAB,MDT300-100SR,MEDIUM DUTY REDUCER 300-100MM,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,09/06/2025,,20,4,16,16,45.80,9.16,36.64,36.64,
CAB,MDT300B/45,MEDIUM DUTY TRAY BEND 45,DEGREE EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,30,10,20,20,141.60,47.20,94.40,94.40,
CAB,MDT300IR,MEDIUM DUTY INTERNAL RISER,300MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,30,10,20,20,316.50,105.50,211.00,211.00,
CAB,MDT450-300SR,MEDIUM DUTY REDUCER 450-300MM,EACH,,5533,NICOLA,BAS001,BASOR ELECTRIC,WA,07/02/2024,,100,100,0,0,1784.00,1784.00,0.00,0.00,
CAB,MDT450-300SR,MEDIUM DUTY REDUCER 450-300MM,EACH,,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,50,50,0,0,892.00,892.00,0.00,0.00,
CAB,MDT450IR,MEDIUM DUTY INTERNAL RISER,450MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,10,2,8,8,163.30,32.66,130.64,130.64,
CAB,MDT450OR,MEDIUM DUTY EXTERNAL RISER,450MM EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,10,6,4,4,163.30,97.98,65.32,65.32,
CAB,MDT50B/45,50MM MED DUTY TRAY 45 DEG EACH,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,30,10,20,20,33.90,11.30,22.60,22.60,
CAB,MDT50ET,MEDIUM DUTY EQUAL TEE 50MM,EACH,,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,70,70,0,0,347.90,347.90,0.00,0.00,
CAB,MDT6-4RED,150MM - 100MM MED DUTY REDUCER,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,32,8,24,24,31.36,7.84,23.52,23.52,
CAB,MDT600-450R,MEDIUM DUTY REDUCER 600-450MM,EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,4,16,16,70.40,14.08,56.32,56.32,
CAB,MDT600-450SR,600-450mm reducer medium duty,each,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,16/04/2025,,20,12,8,8,70.40,42.24,28.16,28.16,
CAB,MDT600B,600MM MED DUTY TRAY BENDS EACH,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,6,2,4,4,123.54,41.18,82.36,82.36,
CAB,MDT75B,MEDIUM DUTY TRAY 75mm BENDS 90,DEG EACH,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,91.60,27.48,64.12,64.12,
CAB,MDT75B/45,75MM MED DUTY BEND 45 DEG EACH,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,6,14,14,27.40,8.22,19.18,19.18,
CAB,MDT9-6SR,MEDIUM DUTY 225-150 STRAIGHT,REDUCER,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,20,4,16,16,25.20,5.04,20.16,20.16,
CAB,MDTCOU,MED DUTY CABLE TRAY COUPLERS,pairs,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,500,100,400,400,610.00,122.00,488.00,488.00,
TRA,HDT12,3Mx300mm HEAVY DUTY TRAY PG BS,EN10346,203789,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,100,32,68,68,1956.00,625.92,1330.08,1330.08,
TRA,HDT3,3Mx 75mm HEAVY DUTY TRAY PG BS,HD-BS 75X50X0.8 PG 203785,,4007,JADE,BAS001,BASOR ELECTRIC,WA,09/08/2022,,50,1,49,49,313.50,6.27,307.23,307.23,
TRA,HDT3,3Mx 75mm HEAVY DUTY TRAY PG BS,EN10346,203785,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,384,128,256,256,2718.72,906.24,1812.48,1812.48,
TRA,HDT4,3Mx100mm HEAVY DUTY TRAY PG BS,EN10346,203786,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,10/04/2025,,864,288,576,576,6454.08,2151.36,4302.72,4302.72,
TRA,HDT6,3Mx150mm HEAVY DUTY TRAY PG BS,EN10346,203787,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,424,140,284,284,3790.56,1251.60,2538.96,2538.96,
TRA,LDT2,3Mx50mm LIG DUTYCABLE TRAY PG,BS EN10346,,3427,JOHN CONF1000023433,BAS001,BASOR ELECTRIC,WB,,,304,304,0,0,820.80,820.80,0.00,0.00,
TRA,LDT2,3Mx50mm LIG DUTYCABLE TRAY PG,BS EN10346,203658,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,576,576,0,0,2125.44,2125.44,0.00,0.00,
TRA,LDT3,3Mx75mm CABLE TRAY PG BS,EN10346,203659,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,240,240,0,0,928.80,928.80,0.00,0.00,
TRA,LDT3,3Mx75mm CABLE TRAY PG BS,EN10346,203659,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,832,272,560,560,3219.84,1052.64,2167.20,2167.20,
TRA,LDT4,3Mx100mm CABLE TRAY PG BS,EN10346,203660,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,10/04/2025,,608,96,512,512,2900.16,457.92,2442.24,2442.24,
TRA,LDT9,3Mx225mm CABLE TRAY PG BS,EN10346,203662,5857,NICOLA,BAS001,BASOR ELECTRIC,WA,04/07/2024,,100,20,80,80,975.00,195.00,780.00,780.00,
TRA,LDTCOU,LIGHT DUTY COUPLERS,,,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,300,100,200,200,129.00,43.00,86.00,86.00,
TRA,MDT12,3Mx300mm MED DUTY TRAY PG BS,EN10346,203713,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,432,432,0,0,5883.84,5883.84,0.00,0.00,
TRA,MDT12,3Mx300mm MED DUTY TRAY PG BS,EN10346,203713,7353,NICOLA,BAS001,BASOR ELECTRIC,WA,23/07/2025,,80,80,0,0,1089.60,1089.60,0.00,0.00,
TRA,MDT18,3Mx450mm MED DUTY TRAY PG BS E,EN10346,203714,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,21/05/2025,,82,26,56,56,1817.94,576.42,1241.52,1241.52,
TRA,MDT2,3Mx50mm Med Duty TRAY PG BS,EN10346,203708,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,864,864,0,0,4017.60,4017.60,0.00,0.00,
TRA,MDT24,3Mx600mm MED DUTY TRAY PG BS,EN10346,203715,6875,NICOLA,BAS001,BASOR ELECTRIC,WA,23/04/2025,,76,24,52,52,2553.60,806.40,1747.20,1747.20,
TRA,MDT3,3Mx75mm Med Duty TRAY PG BS,EN10346,203709,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,384,384,0,0,1820.16,1820.16,0.00,0.00,
TRA,MDT4,3Mx100mm MED DUTY TRAY PG BS,EN10346,,3427,JOHN CONF1000023433,BAS001,BASOR ELECTRIC,WB,,,864,864,0,0,3473.28,3473.28,0.00,0.00,
TRA,MDT4,3Mx100mm MED DUTY TRAY PG BS,EN10346,203710,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,1728,1728,0,0,8916.48,8916.48,0.00,0.00,
TRA,MDT4,3Mx100mm MED DUTY TRAY PG BS,EN10346,203710,7353,NICOLA,BAS001,BASOR ELECTRIC,WA,23/07/2025,,1728,576,1152,0,8916.48,2972.16,5944.32,0.00,
TRA,MDT4,3Mx100mm MED DUTY TRAY PG BS,EN10346,203710,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,576,576,0,0,2972.16,2972.16,0.00,0.00,
TRA,MDT6,3Mx150mm MED DUTY TRAY PG BS,EN10346,,3427,JOHN CONF1000023433,BAS001,BASOR ELECTRIC,WB,,,528,528,0,0,3025.44,3025.44,0.00,0.00,
TRA,MDT6,3Mx150mm MED DUTY TRAY PG BS,EN10346,203711,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,324,43,281,281,2255.04,299.28,1955.76,1955.76,
TRA,MDT6,3Mx150mm MED DUTY TRAY PG BS,EN10346,203711,7353,NICOLA,BAS001,BASOR ELECTRIC,WA,23/07/2025,,1728,360,1368,0,12026.88,2505.60,9521.28,0.00,
TRA,MDT9,3Mx225mm MED DUTY TRAY PG BS E,EN10346,203712,5555,NICOLA,BAS001,BASOR ELECTRIC,WA,,,874,874,0,0,7866.00,7866.00,0.00,0.00,
TRA,MDT9,3Mx225mm MED DUTY TRAY PG BS E,EN10346,203712,7353,NICOLA,BAS001,BASOR ELECTRIC,WA,23/07/2025,,576,24,552,0,5184.00,216.00,4968.00,0.00,
TRA,MDT9,3Mx225mm MED DUTY TRAY PG BS E,EN10346,203712,7470,NICOLA,BAS001,BASOR ELECTRIC,WA,,,288,288,0,0,2592.00,2592.00,0.00,0.00,
BRA,FB100/10,40x40 M10 HOLE SQ PLATE WASHER,WASHER(100)HDG,,7067,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,200,200,0,0,960.40,960.40,0.00,0.00,
BRA,FB109/41,FB109/41  GUSSET BASE PLATTE H,HDG EA,,7067,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,504,504,0,0,842.59,842.59,0.00,0.00,
BRA,FB114,FB114 TWO HOLE TWO HOLE ANGLE,EA HDG,,7067,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,3750,3750,0,0,920.63,920.63,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,EA,,7066,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,1800,1800,0,0,1363.14,1363.14,0.00,0.00,
BRA,FB120,FB120 TOWER BRACKET,EA,,7067,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,900,900,0,0,681.57,681.57,0.00,0.00,
BRA,FB121,FB121  FLAT TEE BRACKET HDG EA,EA,,7066,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,5000,5000,0,0,1470.00,1470.00,0.00,0.00,
BRA,JP143,JP143  41X41 INT COUPLER HDG E,EA,,7066,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,2500,2500,0,0,1545.75,1545.75,0.00,0.00,
STR,CCS21/1000S,41x21 1000mm slotted,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1000,1000,0,0,1250.00,1250.00,0.00,0.00,
STR,CCS21/250S,41x21 slotted channel 250mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,800,800,0,0,247.20,247.20,0.00,0.00,
